review,rating,preprocessed_text,tokenized_text
"I like the RFQ, the people are great to work with. very helpfull for small prototyping and good quoting for mass orders!",5,i like the rfq the people are great to work with very helpfull for small prototyping and good quoting for mass orders,"['like', 'rfq', 'peopl', 'great', 'work', 'helpful', 'small', 'prototyp', 'good', 'quot', 'mass', 'order']"
"The ballerina shoes I ordered are very nice, the design as shown on the website, and great quality! Excellent customer service!
The only suggestion is to plan ahead; it took 7 weeks to get them with express delivery due to a delay in U.S. Customs. Other than that, I do not have any complaints.",5,"the ballerina shoes i ordered are very nice the design as shown on the website and great quality excellent customer service
the only suggestion is to plan ahead it took 7 weeks to get them with express delivery due to a delay in us customs other than that i do not have any complaints","['ballerina', 'shoe', 'order', 'nice', 'design', 'shown', 'websit', 'great', 'qualiti', 'excel', 'custom', 'servic', 'suggest', 'plan', 'ahead', 'took', '7', 'week', 'get', 'express', 'deliveri', 'due', 'delay', 'us', 'custom', 'complaint']"
Very nice and personable. Was very thorough in making sure they got every detail of my design and vision for the product. Was able to make all of my prototype colors for a really great and not expensive design fee. Communicated with me the whole way including shipping and confirmation of reciept. These bags are exactly what I wanted from design to finish! I'll be running a kickstarter to order as many as I can and we will be setting up a special unique zipper pull shape for them once I do so!,5,very nice and personable was very thorough in making sure they got every detail of my design and vision for the product was able to make all of my prototype colors for a really great and not expensive design fee communicated with me the whole way including shipping and confirmation of reciept these bags are exactly what i wanted from design to finish ill be running a kickstarter to order as many as i can and we will be setting up a special unique zipper pull shape for them once i do so,"['nice', 'person', 'thorough', 'make', 'sure', 'got', 'everi', 'detail', 'design', 'vision', 'product', 'abl', 'make', 'prototyp', 'color', 'realli', 'great', 'expens', 'design', 'fee', 'commun', 'whole', 'way', 'includ', 'ship', 'confirm', 'reciept', 'bag', 'exactli', 'want', 'design', 'finish', 'ill', 'run', 'kickstart', 'order', 'mani', 'set', 'special', 'uniqu', 'zipper', 'pull', 'shape']"
It was perfect seller with excellent product. Advertising exactly what they are selling. Very good communication and excellent product.,5,it was perfect seller with excellent product advertising exactly what they are selling very good communication and excellent product,"['perfect', 'seller', 'excel', 'product', 'advertis', 'exactli', 'sell', 'good', 'commun', 'excel', 'product']"
"Rachel Wang from Guangzhou Ruijia Packing Products Co., Ltd very friendly and nice to speak with. Company entertains MOQ of 3000 pieces. Until now, I keep a good memory and experience with them.

On the other hand, bad services received from Huizhou Poleview Commodity Co. Ltd (Ginnie Young) and Shenzhen Anko Industry Co. Ltd (Lego Chen). They both show false prices regarding loofahs. When I confirm minimum price for minimum MOQ in chat boxes, Ginnie Young replied an abrut 'no' and Lego Chen replied an abrut 'no' followed by block his customers. Until now, I can only remember a bad feeling received on that day.",5,"rachel wang from guangzhou ruijia packing products co ltd very friendly and nice to speak with company entertains moq of 3000 pieces until now i keep a good memory and experience with them

on the other hand bad services received from huizhou poleview commodity co ltd ginnie young and shenzhen anko industry co ltd lego chen they both show false prices regarding loofahs when i confirm minimum price for minimum moq in chat boxes ginnie young replied an abrut no and lego chen replied an abrut no followed by block his customers until now i can only remember a bad feeling received on that day","['rachel', 'wang', 'guangzhou', 'ruijia', 'pack', 'product', 'co', 'ltd', 'friendli', 'nice', 'speak', 'compani', 'entertain', 'moq', '3000', 'piec', 'keep', 'good', 'memori', 'experi', 'hand', 'bad', 'servic', 'receiv', 'huizhou', 'poleview', 'commod', 'co', 'ltd', 'ginni', 'young', 'shenzhen', 'anko', 'industri', 'co', 'ltd', 'lego', 'chen', 'show', 'fals', 'price', 'regard', 'loofah', 'confirm', 'minimum', 'price', 'minimum', 'moq', 'chat', 'box', 'ginni', 'young', 'repli', 'abrut', 'lego', 'chen', 'repli', 'abrut', 'follow', 'block', 'custom', 'rememb', 'bad', 'feel', 'receiv', 'day']"
Because of Covid my business tanked and needed a refund on an order that hadn t shipped. I m still waiting on a refund that was agreed between buyer and seller but Alibaba can t seem to figure out how to refund. It s been 49 days. I can t close down my business without having all accounts closed so I m paying fees until they figure it out.,1,because of covid my business tanked and needed a refund on an order that hadn t shipped i m still waiting on a refund that was agreed between buyer and seller but alibaba can t seem to figure out how to refund it s been 49 days i can t close down my business without having all accounts closed so i m paying fees until they figure it out,"['covid', 'busi', 'tank', 'need', 'refund', 'order', 'ship', 'still', 'wait', 'refund', 'agre', 'buyer', 'seller', 'alibaba', 'seem', 'figur', 'refund', '49', 'day', 'close', 'busi', 'without', 'account', 'close', 'pay', 'fee', 'figur']"
We used the payment link the supplier sent us and transferred the funds directly from our account. Aweek later the money has still not been received by the supplier and no one at alibaba is able to figure out where they are. Luckily it was just a small sample order but it just shows that you are still not guaranteed a secure transfer of funds when using Alibaba. Even with verified supplier.,1,we used the payment link the supplier sent us and transferred the funds directly from our account aweek later the money has still not been received by the supplier and no one at alibaba is able to figure out where they are luckily it was just a small sample order but it just shows that you are still not guaranteed a secure transfer of funds when using alibaba even with verified supplier,"['use', 'payment', 'link', 'supplier', 'sent', 'us', 'transfer', 'fund', 'directli', 'account', 'aweek', 'later', 'money', 'still', 'receiv', 'supplier', 'one', 'alibaba', 'abl', 'figur', 'luckili', 'small', 'sampl', 'order', 'show', 'still', 'guarante', 'secur', 'transfer', 'fund', 'use', 'alibaba', 'even', 'verifi', 'supplier']"
The payment options were easy and comfortable to use. I can trust when the operation includes Alibaba.com.,5,the payment options were easy and comfortable to use i can trust when the operation includes alibabacom,"['payment', 'option', 'easi', 'comfort', 'use', 'trust', 'oper', 'includ', 'alibabacom']"
"If the seller scams you, Alibaba will not do anything about it. Even if you pay trade assurance. If the money are a big amount you will lose everything. Be careful. All their rules in the website are just b*** to make you feel you are covered by some sort of b***",1,if the seller scams you alibaba will not do anything about it even if you pay trade assurance if the money are a big amount you will lose everything be careful all their rules in the website are just b to make you feel you are covered by some sort of b,"['seller', 'scam', 'alibaba', 'anyth', 'even', 'pay', 'trade', 'assur', 'money', 'big', 'amount', 'lose', 'everyth', 'care', 'rule', 'websit', 'b', 'make', 'feel', 'cover', 'sort', 'b']"
"It was my first time using Alibaba to search for manufacturer. It's easy to use, intuitive and loads of different options to make payment. Having application installed on smartphone you will not miss any notifications with messages from sellers. Great tool!",5,it was my first time using alibaba to search for manufacturer its easy to use intuitive and loads of different options to make payment having application installed on smartphone you will not miss any notifications with messages from sellers great tool,"['first', 'time', 'use', 'alibaba', 'search', 'manufactur', 'easi', 'use', 'intuit', 'load', 'differ', 'option', 'make', 'payment', 'applic', 'instal', 'smartphon', 'miss', 'notif', 'messag', 'seller', 'great', 'tool']"
"1) very very bad experience on Alibaba.com took trade assurance 100% unsafe at all plenty of time contact him higher team reply 2-3 day again and again till full month passed after protection finished but i am open matter more than a month how much cheap and cheat peoples online. 2) Late Dispatch according Alibaba.com rules could not follow his own rules. Really rubbish, bad supplier and himself cheat peoples.",1,1 very very bad experience on alibabacom took trade assurance 100 unsafe at all plenty of time contact him higher team reply 23 day again and again till full month passed after protection finished but i am open matter more than a month how much cheap and cheat peoples online 2 late dispatch according alibabacom rules could not follow his own rules really rubbish bad supplier and himself cheat peoples,"['1', 'bad', 'experi', 'alibabacom', 'took', 'trade', 'assur', '100', 'unsaf', 'plenti', 'time', 'contact', 'higher', 'team', 'repli', '23', 'day', 'till', 'full', 'month', 'pass', 'protect', 'finish', 'open', 'matter', 'month', 'much', 'cheap', 'cheat', 'peopl', 'onlin', '2', 'late', 'dispatch', 'accord', 'alibabacom', 'rule', 'could', 'follow', 'rule', 'realli', 'rubbish', 'bad', 'supplier', 'cheat', 'peopl']"
It is Not always easy to get used to the surface of alibaba; but if the order is placed everything was ok,4,it is not always easy to get used to the surface of alibaba but if the order is placed everything was ok,"['alway', 'easi', 'get', 'use', 'surfac', 'alibaba', 'order', 'place', 'everyth', 'ok']"
"STAY AWAY FROM ALIBABA.COM
PURE SCAMMERS GOT CONNED OUT OF  3000 USING TRADE ASSURANCE. FALSIFIED SHIPPING COMPANY AND DELIVERY TO PORT OF IRELAND. USING THIS COMPANY NAME GuangZhou BJ Cosmetics Co.,LTD.....STAY AWAY SCAMMERS..
TRADE ASSURANCE DONT WANT TO KNOW.
FRANCIS GARNIER AND DORA MA AND MIKE DAVIS BIG CULPRITS USING A COSMETIC COMPANY AS DECOY. NEVER EVER BUY FROM ALIBABA AS ALL THEM ARE SCAMMERS...",1,"stay away from alibabacom
pure scammers got conned out of  3000 using trade assurance falsified shipping company and delivery to port of ireland using this company name guangzhou bj cosmetics coltdstay away scammers
trade assurance dont want to know
francis garnier and dora ma and mike davis big culprits using a cosmetic company as decoy never ever buy from alibaba as all them are scammers","['stay', 'away', 'alibabacom', 'pure', 'scammer', 'got', 'con', '3000', 'use', 'trade', 'assur', 'falsifi', 'ship', 'compani', 'deliveri', 'port', 'ireland', 'use', 'compani', 'name', 'guangzhou', 'bj', 'cosmet', 'coltdstay', 'away', 'scammer', 'trade', 'assur', 'dont', 'want', 'know', 'franci', 'garnier', 'dora', 'mike', 'davi', 'big', 'culprit', 'use', 'cosmet', 'compani', 'decoy', 'never', 'ever', 'buy', 'alibaba', 'scammer']"
"The color and finish of the product are much better than the product photos.
I tested it after using it all day, and the sound quality is very good and it is a great product.",5,"the color and finish of the product are much better than the product photos
i tested it after using it all day and the sound quality is very good and it is a great product","['color', 'finish', 'product', 'much', 'better', 'product', 'photo', 'test', 'use', 'day', 'sound', 'qualiti', 'good', 'great', 'product']"
Doing business under the Alibaba platform is very reliable and a great way to shop in China.,5,doing business under the alibaba platform is very reliable and a great way to shop in china,"['busi', 'alibaba', 'platform', 'reliabl', 'great', 'way', 'shop', 'china']"
I appreciate the balanced concern for both buyers and sellers. I feel very confident in the service.,5,i appreciate the balanced concern for both buyers and sellers i feel very confident in the service,"['appreci', 'balanc', 'concern', 'buyer', 'seller', 'feel', 'confid', 'servic']"
"Alibaba offers a huge range of products.
Great portfolios, good prices, but not always with samples available.",5,"alibaba offers a huge range of products
great portfolios good prices but not always with samples available","['alibaba', 'offer', 'huge', 'rang', 'product', 'great', 'portfolio', 'good', 'price', 'alway', 'sampl', 'avail']"
The quality and detail they took in creating my product!,5,the quality and detail they took in creating my product,"['qualiti', 'detail', 'took', 'creat', 'product']"
"I cannot be more happy with Jason Deng at Dongguan City Xiong Fei Electric Material Co., Ltd. he is an awesome proffesional, always helping and giving good advices even if you are quite noob on this kind of issues. The quality of the product and the results are better than spected, and i am working with them for a couple of months.
the best company and best seller for creators",5,"i cannot be more happy with jason deng at dongguan city xiong fei electric material co ltd he is an awesome proffesional always helping and giving good advices even if you are quite noob on this kind of issues the quality of the product and the results are better than spected and i am working with them for a couple of months
the best company and best seller for creators","['happi', 'jason', 'deng', 'dongguan', 'citi', 'xiong', 'fei', 'electr', 'materi', 'co', 'ltd', 'awesom', 'proffesion', 'alway', 'help', 'give', 'good', 'advic', 'even', 'quit', 'noob', 'kind', 'issu', 'qualiti', 'product', 'result', 'better', 'spect', 'work', 'coupl', 'month', 'best', 'compani', 'best', 'seller', 'creator']"
"Excellent quality in their products and very professional to deal with. The canvas looks great, the process was easy, and delivered on time. I would recommend this seller to everyone.",5,excellent quality in their products and very professional to deal with the canvas looks great the process was easy and delivered on time i would recommend this seller to everyone,"['excel', 'qualiti', 'product', 'profession', 'deal', 'canva', 'look', 'great', 'process', 'easi', 'deliv', 'time', 'would', 'recommend', 'seller', 'everyon']"
"Communication and understanding was very easy at all steps in process. Service was knowledgeable and friendly. Company adapted with ease to product design specifics. From date of order it was shipment ready within 10 days. Further, based on experience with the product over the past 3 weeks, it performs as expected. Shipping as managed by the manufacturer was great. For instance, within 4 days product arrived in a city near me and was though customs. Meanwhile UPS on my end was slow to the mark and added a further 4 days. Overall very satisfied.",5,communication and understanding was very easy at all steps in process service was knowledgeable and friendly company adapted with ease to product design specifics from date of order it was shipment ready within 10 days further based on experience with the product over the past 3 weeks it performs as expected shipping as managed by the manufacturer was great for instance within 4 days product arrived in a city near me and was though customs meanwhile ups on my end was slow to the mark and added a further 4 days overall very satisfied,"['commun', 'understand', 'easi', 'step', 'process', 'servic', 'knowledg', 'friendli', 'compani', 'adapt', 'eas', 'product', 'design', 'specif', 'date', 'order', 'shipment', 'readi', 'within', '10', 'day', 'base', 'experi', 'product', 'past', '3', 'week', 'perform', 'expect', 'ship', 'manag', 'manufactur', 'great', 'instanc', 'within', '4', 'day', 'product', 'arriv', 'citi', 'near', 'though', 'custom', 'meanwhil', 'up', 'end', 'slow', 'mark', 'ad', '4', 'day', 'overal', 'satisfi']"
I received my orders although it took them a little longer than what they should.,4,i received my orders although it took them a little longer than what they should,"['receiv', 'order', 'although', 'took', 'littl', 'longer']"
the material was the same as what was displaced on ALIBABA. I like it.,4,the material was the same as what was displaced on alibaba i like it,"['materi', 'displac', 'alibaba', 'like']"
"Company is great to work with kept me informed all the way through the order products are as described and I am very happy with them thus far. If you are in need of computers or any of their products I would highly recommend using them for your business
Thank you Maifan and keep up the great work",5,"company is great to work with kept me informed all the way through the order products are as described and i am very happy with them thus far if you are in need of computers or any of their products i would highly recommend using them for your business
thank you maifan and keep up the great work","['compani', 'great', 'work', 'kept', 'inform', 'way', 'order', 'product', 'describ', 'happi', 'thu', 'far', 'need', 'comput', 'product', 'would', 'highli', 'recommend', 'use', 'busi', 'thank', 'maifan', 'keep', 'great', 'work']"
"The shipment and receipt of the package was a success. The attention was fast, cordial and very professional, especially from Kelly Ma, who was very cordial, attentive and willing to help me in the purchase and shipment of the equipment.",5,the shipment and receipt of the package was a success the attention was fast cordial and very professional especially from kelly ma who was very cordial attentive and willing to help me in the purchase and shipment of the equipment,"['shipment', 'receipt', 'packag', 'success', 'attent', 'fast', 'cordial', 'profession', 'especi', 'kelli', 'cordial', 'attent', 'will', 'help', 'purchas', 'shipment', 'equip']"
Very happy with the quality and design of this paddle. It is much more compact than my other Greenland paddle and can be easily packed in my case when traveling.,5,very happy with the quality and design of this paddle it is much more compact than my other greenland paddle and can be easily packed in my case when traveling,"['happi', 'qualiti', 'design', 'paddl', 'much', 'compact', 'greenland', 'paddl', 'easili', 'pack', 'case', 'travel']"
This is my first purchase. you can find helpful suppliers with very good and competitive price in Alibaba.,5,this is my first purchase you can find helpful suppliers with very good and competitive price in alibaba,"['first', 'purchas', 'find', 'help', 'supplier', 'good', 'competit', 'price', 'alibaba']"
"I had an excellent experience with the product I purchased, and it exceeded my expectations. The seller, ""Sam,"" was incredibly attentive to every detail and demonstrated a high level of professionalism in their work and the service they provided. I highly recommend their services.",5,i had an excellent experience with the product i purchased and it exceeded my expectations the seller sam was incredibly attentive to every detail and demonstrated a high level of professionalism in their work and the service they provided i highly recommend their services,"['excel', 'experi', 'product', 'purchas', 'exceed', 'expect', 'seller', 'sam', 'incred', 'attent', 'everi', 'detail', 'demonstr', 'high', 'level', 'profession', 'work', 'servic', 'provid', 'highli', 'recommend', 'servic']"
"We are very happy with the delivery, good product and very fast delivery. Special thanks to Mrs Coco Dong who served us very professionally.",5,we are very happy with the delivery good product and very fast delivery special thanks to mrs coco dong who served us very professionally,"['happi', 'deliveri', 'good', 'product', 'fast', 'deliveri', 'special', 'thank', 'mr', 'coco', 'dong', 'serv', 'us', 'profession']"
"The vendor was very helpful and understanding of my needs. I like that the vendor took her time to make sure I was pleased with the order. The order arrived on time but was not complete. So, my order I assumed it is still in process.",4,the vendor was very helpful and understanding of my needs i like that the vendor took her time to make sure i was pleased with the order the order arrived on time but was not complete so my order i assumed it is still in process,"['vendor', 'help', 'understand', 'need', 'like', 'vendor', 'took', 'time', 'make', 'sure', 'pleas', 'order', 'order', 'arriv', 'time', 'complet', 'order', 'assum', 'still', 'process']"
Great service & communication; very helpful with samples & logistics. First time using Alibaba and so far very pleased - final step is to receive shipment to the UK.,5,great service  communication very helpful with samples  logistics first time using alibaba and so far very pleased  final step is to receive shipment to the uk,"['great', 'servic', 'commun', 'help', 'sampl', 'logist', 'first', 'time', 'use', 'alibaba', 'far', 'pleas', 'final', 'step', 'receiv', 'shipment', 'uk']"
"I wish I can give 0 star DO NOT USE ALIBABA. There are a bunch of scammers. They still from me $21000 Dollars. Company s 4Friends AUTOMOBILE LLC, NTVI COMMUNICATIONS INC. I Purchased 2 cars and after I pay the asking price they started playing with me asking for more and more money to delivery the cars. I submitted 2 dispute to Alibaba.com and they didn t do anything . They just closed my cases. I will escalate this to FBI , CIA cause what they doing with people is not right.",1,i wish i can give 0 star do not use alibaba there are a bunch of scammers they still from me 21000 dollars company s 4friends automobile llc ntvi communications inc i purchased 2 cars and after i pay the asking price they started playing with me asking for more and more money to delivery the cars i submitted 2 dispute to alibabacom and they didn t do anything  they just closed my cases i will escalate this to fbi  cia cause what they doing with people is not right,"['wish', 'give', '0', 'star', 'use', 'alibaba', 'bunch', 'scammer', 'still', '21000', 'dollar', 'compani', '4friend', 'automobil', 'llc', 'ntvi', 'commun', 'inc', 'purchas', '2', 'car', 'pay', 'ask', 'price', 'start', 'play', 'ask', 'money', 'deliveri', 'car', 'submit', '2', 'disput', 'alibabacom', 'anyth', 'close', 'case', 'escal', 'fbi', 'cia', 'caus', 'peopl', 'right']"
"We bought goods through Ali Baba site from China and the chinies company fraudulently took money from us and sent out faulty goods, we raised a dispute with Ali Baba but the seller refused to refund and Ali Baba also refused despite given proof of the faulty goods.

can anyone help how to get our money back from Ali Baba who guaranteed, and the seller?",1,"we bought goods through ali baba site from china and the chinies company fraudulently took money from us and sent out faulty goods we raised a dispute with ali baba but the seller refused to refund and ali baba also refused despite given proof of the faulty goods

can anyone help how to get our money back from ali baba who guaranteed and the seller","['bought', 'good', 'ali', 'baba', 'site', 'china', 'chini', 'compani', 'fraudul', 'took', 'money', 'us', 'sent', 'faulti', 'good', 'rais', 'disput', 'ali', 'baba', 'seller', 'refus', 'refund', 'ali', 'baba', 'also', 'refus', 'despit', 'given', 'proof', 'faulti', 'good', 'anyon', 'help', 'get', 'money', 'back', 'ali', 'baba', 'guarante', 'seller']"
I have worked with a few different companies and have only had one company that was not communicative. I have found Ali Baba is a great resource for my retail shop. I will continue to use them as their service is very good and I feel I can trust them.,4,i have worked with a few different companies and have only had one company that was not communicative i have found ali baba is a great resource for my retail shop i will continue to use them as their service is very good and i feel i can trust them,"['work', 'differ', 'compani', 'one', 'compani', 'commun', 'found', 'ali', 'baba', 'great', 'resourc', 'retail', 'shop', 'continu', 'use', 'servic', 'good', 'feel', 'trust']"
"The website is very confused, not friendly and it took me quite ling time to understand how It worked.
I never will use this platform again. I had to pay huge taxation to get the good cleared from custom. UPS charged me the same value than the original price. So I paid double without any advice or short notice.
So, horrible experience and you will not see my face here again.",1,"the website is very confused not friendly and it took me quite ling time to understand how it worked
i never will use this platform again i had to pay huge taxation to get the good cleared from custom ups charged me the same value than the original price so i paid double without any advice or short notice
so horrible experience and you will not see my face here again","['websit', 'confus', 'friendli', 'took', 'quit', 'ling', 'time', 'understand', 'work', 'never', 'use', 'platform', 'pay', 'huge', 'taxat', 'get', 'good', 'clear', 'custom', 'up', 'charg', 'valu', 'origin', 'price', 'paid', 'doubl', 'without', 'advic', 'short', 'notic', 'horribl', 'experi', 'see', 'face']"
I try order to kitchen staff to my store and make order sending the funds and nothing. The supplier told me everything is okay and cargo will be in the customs within 30 days but after 27 days they just silently send my money back without any notification,1,i try order to kitchen staff to my store and make order sending the funds and nothing the supplier told me everything is okay and cargo will be in the customs within 30 days but after 27 days they just silently send my money back without any notification,"['tri', 'order', 'kitchen', 'staff', 'store', 'make', 'order', 'send', 'fund', 'noth', 'supplier', 'told', 'everyth', 'okay', 'cargo', 'custom', 'within', '30', 'day', '27', 'day', 'silent', 'send', 'money', 'back', 'without', 'notif']"
"Alibaba.com has been Great in the past as well as a week ago to purchase from. I have not had ANY Problems buying from or through Alibaba.com including the Hand Made scissors I just received. Am sure Alibaba.com will give Amazon.com a run for their money. Thank you, Big Time for the purchase Alibaba.",5,alibabacom has been great in the past as well as a week ago to purchase from i have not had any problems buying from or through alibabacom including the hand made scissors i just received am sure alibabacom will give amazoncom a run for their money thank you big time for the purchase alibaba,"['alibabacom', 'great', 'past', 'well', 'week', 'ago', 'purchas', 'problem', 'buy', 'alibabacom', 'includ', 'hand', 'made', 'scissor', 'receiv', 'sure', 'alibabacom', 'give', 'amazoncom', 'run', 'money', 'thank', 'big', 'time', 'purchas', 'alibaba']"
"Everything process from start to finish went well.
Regina Qin kept me updated until delivered.",5,"everything process from start to finish went well
regina qin kept me updated until delivered","['everyth', 'process', 'start', 'finish', 'went', 'well', 'regina', 'qin', 'kept', 'updat', 'deliv']"
Excellent customized product. Very good quality on product. Customer's service very helpful and reactive.,5,excellent customized product very good quality on product customers service very helpful and reactive,"['excel', 'custom', 'product', 'good', 'qualiti', 'product', 'custom', 'servic', 'help', 'reactiv']"
"Excellent sticker printer, I use them for holographic, matte laminated, and vinyl stickers and the quality is outstanding. Very good customer service, and great to work with. Will order from this company over and over again, I highly recommend them.",5,excellent sticker printer i use them for holographic matte laminated and vinyl stickers and the quality is outstanding very good customer service and great to work with will order from this company over and over again i highly recommend them,"['excel', 'sticker', 'printer', 'use', 'holograph', 'matt', 'lamin', 'vinyl', 'sticker', 'qualiti', 'outstand', 'good', 'custom', 'servic', 'great', 'work', 'order', 'compani', 'highli', 'recommend']"
"Misleading advertising.
Don't waste your time with the free 30-day trial.
The trial invites you to post an advert for your product.
You can only write it. And if you don't buy the service for more than $3000, you'll have spent hours preparing your ad for nothing.
If it's not possible to put a product online, what's the point of a 30-day test? Absolutely nothing.
Alibaba informs us that this test allows us to see how an ad is written. What's more, they continue to take you for a fool!
To see how an ad is written, all you have to do is visit the Alibaba website !!!
Liar and manipulator.
It's supposedly saved but it's not. You'll have to start all over again.
It's a shame to lie and take people for fools.
If Alibaba can only sell these services by lying, how can you trust them?",1,"misleading advertising
dont waste your time with the free 30day trial
the trial invites you to post an advert for your product
you can only write it and if you dont buy the service for more than 3000 youll have spent hours preparing your ad for nothing
if its not possible to put a product online whats the point of a 30day test absolutely nothing
alibaba informs us that this test allows us to see how an ad is written whats more they continue to take you for a fool
to see how an ad is written all you have to do is visit the alibaba website 
liar and manipulator
its supposedly saved but its not youll have to start all over again
its a shame to lie and take people for fools
if alibaba can only sell these services by lying how can you trust them","['mislead', 'advertis', 'dont', 'wast', 'time', 'free', '30day', 'trial', 'trial', 'invit', 'post', 'advert', 'product', 'write', 'dont', 'buy', 'servic', '3000', 'youll', 'spent', 'hour', 'prepar', 'ad', 'noth', 'possibl', 'put', 'product', 'onlin', 'what', 'point', '30day', 'test', 'absolut', 'noth', 'alibaba', 'inform', 'us', 'test', 'allow', 'us', 'see', 'ad', 'written', 'what', 'continu', 'take', 'fool', 'see', 'ad', 'written', 'visit', 'alibaba', 'websit', 'liar', 'manipul', 'supposedli', 'save', 'youll', 'start', 'shame', 'lie', 'take', 'peopl', 'fool', 'alibaba', 'sell', 'servic', 'lie', 'trust']"
Shenzhen Shiwang Technology Co. Ltd. are a highly professional company with quality products. We source their Alonefire UV torches and have had excellent service and shipping times to Australia with our most recent order arriving in less than two weeks!,5,shenzhen shiwang technology co ltd are a highly professional company with quality products we source their alonefire uv torches and have had excellent service and shipping times to australia with our most recent order arriving in less than two weeks,"['shenzhen', 'shiwang', 'technolog', 'co', 'ltd', 'highli', 'profession', 'compani', 'qualiti', 'product', 'sourc', 'alonefir', 'uv', 'torch', 'excel', 'servic', 'ship', 'time', 'australia', 'recent', 'order', 'arriv', 'less', 'two', 'week']"
I was very happy with the service and delivery. i would order from them again anytime.,5,i was very happy with the service and delivery i would order from them again anytime,"['happi', 'servic', 'deliveri', 'would', 'order', 'anytim']"
"My first time purchasing on Alibaba and it was a great experience. The supplier I chose was super friendly, quick in her replies and very professional.
A lot of negative reviews about Alibaba but mine was the exact opposite. You just need to ensure you choose the right (and VERIFIED) supplier to avoid scams and disappointments.",5,"my first time purchasing on alibaba and it was a great experience the supplier i chose was super friendly quick in her replies and very professional
a lot of negative reviews about alibaba but mine was the exact opposite you just need to ensure you choose the right and verified supplier to avoid scams and disappointments","['first', 'time', 'purchas', 'alibaba', 'great', 'experi', 'supplier', 'chose', 'super', 'friendli', 'quick', 'repli', 'profession', 'lot', 'neg', 'review', 'alibaba', 'mine', 'exact', 'opposit', 'need', 'ensur', 'choos', 'right', 'verifi', 'supplier', 'avoid', 'scam', 'disappoint']"
"The service is always great, and the quality of the product is very good. The product is delivered very quick using good courier companies.",5,the service is always great and the quality of the product is very good the product is delivered very quick using good courier companies,"['servic', 'alway', 'great', 'qualiti', 'product', 'good', 'product', 'deliv', 'quick', 'use', 'good', 'courier', 'compani']"
"Nothing bad to say about the company,
customer service was great the product is very good, quality great",5,"nothing bad to say about the company
customer service was great the product is very good quality great","['noth', 'bad', 'say', 'compani', 'custom', 'servic', 'great', 'product', 'good', 'qualiti', 'great']"
I easily found a company able to provide the scarves I required. The company provided an excellent product with prompt despatch and excellent communications. Will certainly use again.,5,i easily found a company able to provide the scarves i required the company provided an excellent product with prompt despatch and excellent communications will certainly use again,"['easili', 'found', 'compani', 'abl', 'provid', 'scarv', 'requir', 'compani', 'provid', 'excel', 'product', 'prompt', 'despatch', 'excel', 'commun', 'certainli', 'use']"
"The seller was easy to work with, shipped on the and all the items were exactly as described, matched the pictures perfectly.",5,the seller was easy to work with shipped on the and all the items were exactly as described matched the pictures perfectly,"['seller', 'easi', 'work', 'ship', 'item', 'exactli', 'describ', 'match', 'pictur', 'perfectli']"
"MUST ACCEPT THAT YOU HAVE ZERO PROTECTION
We ordered a product that was customized and made 30% initial payment around $9k. Supplier admitted after 30-40 days (weeks after the expected ship time) they are unable to make what we needed. We asked refund no response.

Checkout completed on Alibaba and we followed the direction on their website. Paid the exact amount. I have the proof of payment and they also confirmed the payment. Everything is on the chat history for Alibaba to confirm. I don't think there could be any case that would be more clear and easier to refund than this.

Alibaba says we need to ask refund from supplier which is not refunding.

If Alibaba is not helping with this scenario where you pay as instructed and supplier admits they won't do it, not sure what is the point of placing an order on Alibaba.

That being said, you have no protection at all with Alibaba. You can use any Chinese website or work directly with suppliers and you will have the same protection.",1,"must accept that you have zero protection
we ordered a product that was customized and made 30 initial payment around 9k supplier admitted after 3040 days weeks after the expected ship time they are unable to make what we needed we asked refund no response

checkout completed on alibaba and we followed the direction on their website paid the exact amount i have the proof of payment and they also confirmed the payment everything is on the chat history for alibaba to confirm i dont think there could be any case that would be more clear and easier to refund than this

alibaba says we need to ask refund from supplier which is not refunding

if alibaba is not helping with this scenario where you pay as instructed and supplier admits they wont do it not sure what is the point of placing an order on alibaba

that being said you have no protection at all with alibaba you can use any chinese website or work directly with suppliers and you will have the same protection","['must', 'accept', 'zero', 'protect', 'order', 'product', 'custom', 'made', '30', 'initi', 'payment', 'around', '9k', 'supplier', 'admit', '3040', 'day', 'week', 'expect', 'ship', 'time', 'unabl', 'make', 'need', 'ask', 'refund', 'respons', 'checkout', 'complet', 'alibaba', 'follow', 'direct', 'websit', 'paid', 'exact', 'amount', 'proof', 'payment', 'also', 'confirm', 'payment', 'everyth', 'chat', 'histori', 'alibaba', 'confirm', 'dont', 'think', 'could', 'case', 'would', 'clear', 'easier', 'refund', 'alibaba', 'say', 'need', 'ask', 'refund', 'supplier', 'refund', 'alibaba', 'help', 'scenario', 'pay', 'instruct', 'supplier', 'admit', 'wont', 'sure', 'point', 'place', 'order', 'alibaba', 'said', 'protect', 'alibaba', 'use', 'chines', 'websit', 'work', 'directli', 'supplier', 'protect']"
